Sat.EarthMJ2000Eq.X,Sat.EarthMJ2000Eq.Y,Sat.EarthMJ2000Eq.Z,Sat.ElapsedSecs
-82853.70104499631,-347288.5110137062,-121296.4202276134,1320585.941267072
-80896.11522366758,-348150.3268038189,-121660.3272584016,1321892.199783598
-78863.99665199025,-348950.8234185348,-121991.9668534524,1323198.026024317
-76764.40399422841,-349683.5754195211,-122288.0235202537,1324503.441190836
-74605.08571073857,-350342.8335159876,-122545.5458177482,1325808.477040613
-72394.37208413349,-350923.5898186336,-122761.9789777629,1327113.189867663
-70141.0839336816,-351421.6242586435,-122935.1885510134,1328417.659719579
-67854.51372668402,-351833.5297224757,-123063.4757119046,1329721.946414234
-65544.20879149358,-352156.7696230398,-123145.6019442155,1331026.157544146
-63220.01597243278,-352389.6762635359,-123180.7928016268,1332330.364909745
-60891.84193849526,-352531.485957915,-123168.7500950353,1333634.681695956
-58569.63667028357,-352582.3316628566,-123109.6502360735,1334939.213136316
-56263.34380714654,-352543.2452878339,-123004.1462626786,1336244.026024116
-53982.6935890473,-352416.1510979685,-122853.3593570839,1337549.206696206
-51737.18101080161,-352203.8464322762,-122658.8704734576,1338854.815712885
-50283.39987796379,-352019.4198094213,-122508.0374335274,1339714.064972824
-49703.58569951632,-351935.3940634649,-122442.3081594824,1340060.361194098
-49297.19826514822,-351872.9034502248,-122394.3207419227,1340304.413405852
-48931.3473331345,-351814.0936368784,-122349.7574979295,1340525.109412253
-47839.00059863932,-351623.9721817893,-122208.935002726,1341189.999454329
-45888.67229511966,-351229.3441087912,-121927.9244862645,1342402.020021435
-43866.772614197,-350743.1057206047,-121595.0751917476,1343698.455018585
-42408.43588423709,-350341.6820098547,-121327.5636675506,1344663.717879786
-42210.43758695188,-350283.8042089566,-121289.4106427515,1344796.971588337
-42012.89509644354,-350225.2420181142,-121250.9007892198,1344930.476014386
-41825.86516380267,-350169.0396609592,-121214.0285655466,1345057.399165153
-41301.0484657725,-350007.3692067449,-121108.404289454,1345416.356891126
-39817.2072479801,-349517.9677830428,-120792.1331429087,1346455.404048355
-38070.46617910144,-348878.26594113,-120384.9664354687,1347730.808477243
-36371.95864547988,-348186.5050069234,-119950.5915925551,1349035.971079627
-34762.53926378484,-347463.4870125532,-119501.4914426738,1350344.649415556
-33248.77487027599,-346719.4516191356,-119043.2665757279,1351653.746640973
-31832.57474103701,-345963.4969275253,-118580.7594618821,1352962.792544311
-30514.36825620452,-345204.6293290974,-118118.73471151,1354271.639115096
-29293.4959020443,-344451.8296916634,-117661.9301085348,1355580.152817036
-28168.19983218815,-343713.9388119864,-117214.9951064783,1356888.241778396
-27135.67876576517,-342999.5780183356,-116782.4505520881,1358195.827704866
-26192.15410628647,-342317.0800712712,-116368.6544558868,1359502.79937163
-25332.83678952473,-341674.3445344585,-115977.7219096862,1360809.113259322
-24552.03653102812,-341078.7894401771,-115613.503021389,1362114.728309715
-23843.21116974406,-340537.2612785165,-115279.5352478987,1363419.628332427
-23199.03673528063,-340055.9602552087,-114979.0044140599,1364723.834634363
-22611.50444371717,-339640.3886455843,-114714.7194077103,1366027.380119625
-22072.00446025739,-339295.2919202765,-114489.0818863333,1367330.316141411
-21571.41809306791,-339024.6110939888,-114304.0621138245,1368632.716799411
-21100.20582392595,-338831.442863968,-114161.1781891127,1369934.709259879
-20648.53767055251,-338718.0269819309,-114061.4931555459,1371236.394200264
-20206.37206318911,-338685.71492541,-114005.597738397,1372537.90695949
-19763.57243040768,-338734.9641623379,-113993.6097351173,1373839.380303759
-19310.01444045698,-338865.3316500695,-114025.1721337741,1375140.932879958
-18835.68244625265,-339075.4790309913,-114099.4564808275,1376442.690113944
-18330.76966384346,-339363.1905927341,-114215.1735356174,1377744.787133415
-17785.7922071461,-339725.3884861961,-114370.5835890665,1379047.329975001
-17191.68164077458,-340158.1633514085,-114563.5133506621,1380350.41099732
-16539.88805727142,-340656.8056661787,-114791.3740972718,1381654.091441177
-15822.44880844612,-341215.8680994197,-115051.1944974376,1382958.444505732
-15032.11294546882,-341829.1890050025,-115339.636076544,1384263.479930232
-14162.38274874857,-342489.9827839282,-115653.0399249871,1385569.215695432
-13207.62554174248,-343190.8785153267,-115987.4496805295,1386875.614714238
-12163.10082881549,-343924.0240897767,-116338.6656910906,1388182.643514255
-11025.05348461462,-344681.1410097705,-116702.2759889858,1389490.222259739
-9790.71409988352,-345453.6432586534,-117073.7180424051,1390798.281904345
-8458.380047446626,-346232.6985865813,-117448.3129979173,1392106.711817009
-7027.398787933113,-347009.3499991123,-117821.3288654644,1393415.405378037
-5498.183452190802,-347774.6088002383,-118188.0299941987,1394724.252950563
-3872.232537624959,-348519.5430851935,-118543.7242848372,1396033.125488064
-2152.066690429217,-349235.3997333837,-118883.8262692579,1397341.916549066
-341.2244881977913,-349913.6877836789,-119203.901422238,1398650.52222301
1555.769339301773,-350546.2699814834,-119499.714168225,1399958.838104911
3533.491670742078,-351125.4644883681,-119767.2802338998,1401266.786326992
5585.662136462561,-351644.1192671467,-120002.9056505199,1402574.301070045
7705.222139200074,-352095.6906966091,-120203.2272701284,1403881.334673206
9884.444905329099,-352474.3165888287,-120365.2498622341,1405187.87603213
12114.97009976208,-352774.8645272869,-120486.3715519766,1406493.918682798
14387.97769099785,-352992.9939127901,-120564.4141032384,1407799.508918461
16694.10278253736,-353125.1798722333,-120597.6373631072,1409104.640827049
19023.78637904508,-353168.7696475945,-120584.7637369559,1410409.399683948
21367.21560832205,-353121.9874243664,-120524.9821747296,1411713.867839787
23714.45219237088,-352983.9524473538,-120417.9560354528,1413018.138999736
26055.49969618184,-352754.6888419468,-120263.8274880873,1414322.297394066
28380.51799885268,-352435.111261131,-120063.2070638871,1415626.47917422
30679.69177949778,-352027.042555825,-119817.1849170777,1416930.740923702
32943.59103364265,-351533.1608545564,-119527.2979889401,1418235.204666783
35163.04256348878,-350957.0102572741,-119195.5373950265,1419539.928583719
35710.41095371076,-350800.4710405322,-119106.2485220161,1419866.445610137
35956.88245219526,-350728.0775571991,-119065.057896983,1420014.151666872
36194.19558266406,-350657.2468082777,-119024.8153029193,1420156.783034967
36891.11694020755,-350442.7853415341,-118903.3007292367,1420578.094443236
38729.24026696933,-349829.9033506821,-118558.4074189642,1421708.522364555
40757.21583720959,-349070.8856870287,-118135.1414563689,1422993.394006917
42741.97722051157,-348238.7485511907,-117674.8655483042,1424297.309028183
43101.20263161262,-348078.2220648863,-117586.452957058,1424538.96832047
43319.33654986844,-347979.2147525072,-117531.9784243821,1424686.633702449
43527.61594231163,-347883.5902794494,-117479.4041144433,1424828.295525536
44182.14679616218,-347576.0544981793,-117310.5706629146,1425277.880858537
45812.54894650349,-346761.9979581694,-116865.3499703365,1426429.486842477
47555.59514037722,-345811.2577366911,-116348.0990607932,1427718.538171984
49229.35118704376,-344813.3518094416,-115807.9229169653,1429024.361530377
50810.13791901365,-343787.1410504897,-115255.014083496,1430332.360582938
52293.60480295902,-342742.634318971,-114694.7036238685,1431640.814795787
53678.39323918676,-341688.929038925,-114131.810111815,1432949.436408968
54964.41087060435,-340635.0517222149,-113571.0986232135,1434258.096042147
56152.65312696627,-339589.9639301596,-113017.2853053729,1435566.686692159
57245.15420657024,-338562.4937438514,-112475.0014527834,1436875.087505265
58244.97076049863,-337561.2369373027,-111948.7414635565,1438183.165843191
59156.18549521878,-336594.4242022922,-111442.7932507457,1439490.827900183
59983.83259350411,-335669.855734496,-110961.2043846479,1440797.989904566
60733.82696600034,-334794.8335136027,-110507.7468999845,1442104.553194321
61412.94127401404,-333976.031864679,-110085.8503030957,1443410.479264765
62028.68556213019,-333219.4761797315,-109698.5909716524,1444715.718267986
62589.25273679705,-332530.4444757286,-109348.6417848605,1446020.266240707
63103.41314934984,-331913.4306642232,-109038.2538726198,1447324.142111675
63580.42016777843,-331372.0985221004,-108769.2337491691,1448627.393926797
64029.89274715819,-330909.2650855004,-108542.9352971207,1449930.050444906
64461.75397601028,-330526.8316096491,-108360.2264190684,1451232.241276104
64886.07554233263,-330225.8223292353,-108221.5090060726,1452534.051423264
65312.99607782063,-330006.3499479686,-108126.7030530514,1453835.586929927
65752.62564077823,-329867.6183218607,-108075.2500806266,1455137.003383285
66214.9200089885,-329807.9468070363,-108066.126310832,1456438.43499322
66709.58791311891,-329824.7823822833,-108097.8508754762,1457740.019790188
67245.9801642649,-329914.7246817928,-108168.4998768143,1459041.868964117
67833.02017090257,-330073.5642098257,-108275.7290331755,1460344.130490907
68479.07608796815,-330296.318667541,-108416.7925536779,1461646.899818955
69191.89755358719,-330577.2862495595,-108588.5734974946,1462950.276360568
69978.52055891044,-330910.098361608,-108787.6122102749,1464254.333431204
70845.19321304873,-331287.782779645,-109010.1408044667,1465559.122484957
71797.31253771062,-331702.8357379322,-109252.1223095753,1466864.680346462
72839.32662083354,-332147.2818775211,-109509.2823560321,1468170.981509169
73974.75265760087,-332612.7863562765,-109777.1707336697,1469478.031416179
75206.04110884717,-333090.702623092,-110051.1852694362,1470785.752010811
76534.60615422648,-333572.1914538186,-110326.636574067,1472094.06350007
77960.80992328287,-334048.3162747242,-110598.798669283,1473402.884093451
79483.93311112002,-334510.1319643019,-110862.9557059656,1474712.10947209
81102.17520132626,-334948.7830413567,-111114.4538513472,1476021.61410515
82812.6681251408,-335355.6030127737,-111348.753639768,1477331.253808388
84611.60944200914,-335722.2331933597,-111561.4935336553,1478640.944367566
86494.12371562592,-336040.6741799039,-111748.5146112417,1479950.527128344
88454.45456605028,-336303.4082176341,-111905.9261269262,1481259.877373348
90486.02602867696,-336503.4759252502,-112030.1450961541,1482568.898552167
92581.46331481196,-336634.5449000924,-112117.9310685392,1483877.48796721
94732.75785762901,-336690.983656124,-112166.4248367606,1485185.590018169
96931.27838210289,-336667.914031164,-112173.174209293,1486493.146955722
99167.9091717886,-336561.2641258978,-112136.1610508677,1487800.126130367
101433.1672255899,-336367.805179683,-112053.8195212531,1489106.529204547
103717.2515388611,-336085.1850026606,-111925.0518179321,1490412.360493583
106010.2504335668,-335711.9356251109,-111749.2316493663,1491717.685127689
108302.1090461867,-335247.5003476992,-111526.215771979,1493022.549454181
110582.8334100984,-334692.2216180827,-111256.3369575625,1494327.036848059
112842.5386264233,-334047.3424402561,-110940.4026852932,1495631.235092995
115071.546362106,-333314.9942292147,-110579.6871109454,1496935.232605389
117260.5408056126,-332498.1525501827,-110175.9068683631,1498239.150888054
119400.578834337,-331600.6311411621,-109731.2154773843,1499543.094051769
119609.8667889957,-331507.37086245,-109684.9677305833,1499672.445771389
119817.208882674,-331413.9877853424,-109638.6533027706,1499800.947008107
120025.9917100061,-331318.9534041258,-109591.5143712318,1499930.703275045
120671.6101980988,-331018.6378428604,-109442.5198719232,1500334.335424262
122457.1019780558,-330135.8033625368,-109004.3311755751,1501471.225185972
124410.8746570605,-329076.653844386,-108478.5048687326,1502755.731442629
126316.6804323916,-327941.916251467,-107915.31738447,1504058.267607086
126659.0741678924,-327726.697212921,-107808.5430487066,1504298.280515475
126885.445940219,-327582.4263399741,-107736.9771644256,1504458.059312124
127094.0207746716,-327448.0832996193,-107670.3434740101,1504606.070647831
127700.1380273256,-327049.8362634121,-107472.8601908584,1505040.68202388
129273.3644462572,-325959.1096304068,-106932.4016066896,1506202.892952121
130934.0767028696,-324710.9739825775,-106314.8571288971,1507491.903583927
132521.0439925714,-323414.5958328081,-105674.7064624712,1508796.391647623
134013.3630978176,-322091.0606036412,-105022.7226689735,1510103.034930595
135407.1625596663,-320750.628645064,-104364.3053333166,1511410.290297854
136701.3031827043,-319402.4254193618,-103704.2807444355,1512717.92069074
137895.8817715101,-318055.4627316752,-103047.4040445572,1514025.838717853
138992.0500049973,-316718.6934049845,-102398.3827672431,1515333.955470566
139991.9571214024,-315400.9748969212,-101761.8549711732,1516642.120649514
140898.8477927183,-314110.817892133,-101142.2636138957,1517950.276481803
141716.8835452388,-312856.481294067,-100543.8986989051,1519258.271004679
142451.2012203591,-311645.7433844766,-99970.78336350189,1520565.996742866
143107.8287527361,-310485.8483483872,-99426.64528950983,1521873.362375633
143693.6042106508,-309383.4516091784,-98914.88746190115,1523180.266817543
144216.1180315664,-308344.5154363521,-98438.53612084688,1524486.636653496
144683.6190234213,-307374.2605111352,-98000.21568265148,1525792.410687322
145104.9214816413,-306477.1134711258,-97602.12218608281,1527097.535931354
145489.3219964786,-305656.6295886076,-97245.98687209029,1528402.017006744
145846.4761716978,-304915.50235368,-96933.07931852275,1529705.85464146
146186.3048674059,-304255.5144856798,-96664.18529027296,1531009.081201174
146518.8896344896,-303677.5214269711,-96439.60055765389,1532311.773254571
146854.3519538365,-303181.4730714507,-96259.14076504568,1533613.997495617
147202.7655670678,-302766.3896495962,-96122.13472703112,1534915.880329278
147574.0296080849,-302430.4090503593,-96027.44557660962,1536217.519546591
147977.7902044959,-302170.7826582844,-95973.47545937702,1537519.067534013
148423.3127128306,-301983.9307163525,-95958.18990549279,1538820.629661181
148919.4142000402,-301865.4608571805,-95979.13476976525,1540122.352395568
149474.3711282217,-301810.2247916806,-96033.46604785732,1541424.398356362
150095.8028216649,-301812.3729157097,-96117.9751484146,1542726.869378972
150790.6331572527,-301865.4078419475,-96229.12454980817,1544029.901652876
151564.9779724187,-301962.250262317,-96363.0782043591,1545333.578724065
152424.1025612533,-302095.3095779709,-96515.74303416318,1546637.980071525
153372.3547200647,-302256.5599840475,-96682.8088764386,1547943.162301392
154413.1088088605,-302437.6205082466,-96859.79112504641,1549249.151607952
155548.7185363715,-302629.8397989956,-97042.07594231726,1550555.939149659
156780.5150038514,-302824.3910675637,-97224.97304250905,1551863.514798135
158108.7594120244,-303012.3601070081,-97403.76050473546,1553171.833952749
159532.5899577206,-303184.8359755044,-97573.73083265408,1554480.782735813
161050.1191224145,-303333.0217779155,-97730.25524608085,1555790.272356255
162658.408948479,-303448.32425529,-97868.82822476552,1557100.196361286
164353.5196758825,-303522.44952979,-97985.1188098983,1558410.448605521
166130.464352775,-303547.4929187676,-98075.0138655716,1559720.860843733
167983.3718768738,-303516.034689009,-98134.67326020615,1561031.292683026
169905.5397827976,-303421.2184281455,-98160.5696462607,1562341.619904537
171889.4681629632,-303256.8278378607,-98149.52641803774,1563651.707855507
173926.9689925086,-303017.3556396989,-98098.75409243151,1564961.431962834
176009.2928189293,-302698.0575902728,-98005.87882686318,1566270.700897614
178127.1379379865,-302295.015728969,-97868.97116968335,1567579.401505727
180270.9190864955,-301805.1492679691,-97686.55627770524,1568887.502778112
182430.6897720852,-301226.2777821497,-97457.63905525453,1570194.942122698
184596.3906939305,-300557.1113737514,-97181.70229900531,1571501.71178329
186757.9079426252,-299797.2674903774,-96858.71206429861,1572807.827611745
188905.1494665945,-298947.2821616103,-96489.12070606311,1574113.309849415
191028.2378664034,-298008.5651233195,-96073.84463042833,1575418.235426454
193117.4810519581,-296983.4334776733,-95614.27540696372,1576722.656537499
195163.6198222927,-295875.0159095392,-95112.23315524343,1578026.691563206
197157.7578088722,-294687.2968129313,-94569.98171433767,1579330.421149952
197369.9235766403,-294554.3032237694,-94509.04412465899,1579471.387267637
197541.6427462245,-294445.6959593051,-94459.25161659774,1579585.828161438
197741.948286188,-294317.9052352651,-94400.63220501353,1579719.722717511
198321.5330360105,-293941.3455549116,-94227.70865940125,1580109.680163127
199878.9351915735,-292877.4264085915,-93737.80027348435,1581177.962667088
201674.5408450659,-291549.5927716214,-93124.21378335335,1582452.708510042
203429.4667239236,-290135.7782127445,-92469.09804077467,1583753.027449676
203845.9081042792,-289781.8971498557,-92304.91990199247,1584070.839363697
204069.2464371794,-289589.0342348764,-92215.41820682306,1584242.893604224
204271.6076049594,-289412.3918320594,-92133.42979923925,1584399.794001679
204922.6573472543,-288831.5200768968,-91863.73800857097,1584911.384008673
206378.5627619297,-287458.5818160736,-91225.99369429974,1586097.050852864
207875.952039559,-285927.6661862214,-90514.81789696187,1587387.52984826
209292.446723928,-284350.9776351051,-89782.90290593235,1588690.713463817
210612.0857870983,-282749.7532773407,-89040.71685967871,1589995.730258489
211831.8282085029,-281134.2451737867,-88293.61958411905,1591301.364711311
212950.9217136145,-279513.5258839153,-87546.41206579348,1592607.481957355
213969.7508082367,-277896.5850216603,-86803.83953670622,1593914.025204722
214889.7628913912,-276292.3001338509,-86070.57193960794,1595220.960259961
215713.4074733083,-274709.4139692139,-85351.18703930968,1596528.217273636
216444.1292595789,-273156.4202367667,-84650.11153529867,1597835.706705961
217086.3435750197,-271641.4519259256,-83971.56394203517,1599143.335773982
217645.3795326081,-270172.2184019093,-83319.51989469721,1600450.986275263
218127.4429585315,-268755.8734630566,-82697.64716068527,1601758.556372195
218539.5374820697,-267398.9623959379,-82109.27677613169,1603065.939826041
218889.3854390564,-266107.3645495172,-81557.37232200708,1604373.010811757
219185.3657189603,-264886.1422773817,-81044.46045666287,1605679.713688488
219436.3855601966,-263739.6192655466,-80572.66021694888,1606985.927249829
219651.8154763948,-262671.1994213283,-80143.60359974254,1608291.609563737
219841.3643524322,-261683.4191615953,-79758.45551777998,1609596.704957297
220014.9832225221,-260777.8729143765,-79417.88268540549,1610901.205958147
220182.7500243253,-259955.2335565659,-79122.06202267906,1612205.112067144
220354.7646672202,-259215.2308260768,-78870.6740118749,1613508.456765802
220541.0410366045,-258556.6647911062,-78662.91130888434,1614811.303242459
220751.4017889001,-257977.4281059298,-78497.49178457011,1616113.738612854
220995.3724468746,-257474.542717247,-78372.67697737124,1617415.848159604
221282.0896578521,-257044.178308496,-78286.28754267517,1618717.751585401
221620.2028895988,-256681.7089150522,-78235.73132882825,1620019.570112054
222017.7953163907,-256381.7546027721,-78218.03017013388,1621321.455570613
222482.2961703879,-256138.249024798,-78229.8533894569,1622623.556170519
223020.3853671059,-255944.5062724973,-78267.54958716396,1623925.970436749
223637.9704913706,-255793.2696450769,-78327.18621446133,1625228.863250976
224340.0841197699,-255676.8047989882,-78404.58759673093,1626532.351120817
225130.8223246599,-255586.9720016047,-78495.37465131027,1627836.506035295
226013.3224939768,-255515.3043906298,-78595.01204332853,1629141.40117754
226989.7367040414,-255453.0959761333,-78698.85569881881,1630447.113929701
228061.1526474484,-255391.4943658299,-78802.19483183791,1631753.653721104
229227.6262208924,-255321.5890232887,-78900.30644591873,1633061.032706557
230488.1405976537,-255234.5073328895,-78988.50176620994,1634369.221832079
231840.603915909,-255121.5105436124,-79062.17703482952,1635678.150509577
233281.9022839943,-254974.0863882518,-79116.8662864715,1636987.745244114
234807.892882263,-254784.0458896153,-79148.28876587888,1638297.896233492
236413.4861417252,-254543.6098724458,-79152.39807609511,1639608.496558468
238092.6503205376,-254245.5024619972,-79125.4269671506,1640919.403536629
239838.505313763,-253883.0305011756,-79063.93130339026,1642230.467774486
241643.4176517318,-253450.1542944068,-78964.82794369901,1643541.549634142
243499.0692338673,-252941.5573705157,-78825.42926473579,1644852.508818882
245396.5172730674,-252352.7167940726,-78643.47692315478,1646163.184682513
247326.3796705329,-251679.9287548823,-78417.15988134121,1647473.458154127
249278.8852466745,-250920.3621911702,-78145.13732132342,1648783.214226679
251243.9984576165,-250072.0834280613,-77826.55108555229,1650092.354461004
253211.5364298032,-249134.0717213796,-77461.03248445009,1651400.801799644
255171.3122979664,-248106.2087995655,-77048.69701555347,1652708.522187453
257113.1809738119,-246989.3064655482,-76590.15275717516,1654015.481766046
259027.2403333326,-245785.0407713177,-76086.46996322602,1655321.709504537
260903.8061499501,-244496.0049670817,-75539.19826926901,1656627.209217218
262733.655944808,-243125.5858865928,-74950.30949033283,1657932.057481259
263909.8229668417,-242179.9110938022,-74540.58973902735,1658791.710671189
264383.72914575,-241783.4805057374,-74368.15042706754,1659143.508631946
264603.552878356,-241596.4660626984,-74286.67577261885,1659307.842134137
264805.2048111724,-241423.1317049021,-74211.09157765727,1659459.25849909
265389.0759469969,-240911.4183657102,-73987.58492494418,1659901.446585136
266888.1289492366,-239526.7387490582,-73380.35231133887,1661065.271632187
268476.8836663342,-237936.1828712547,-72679.32563605026,1662351.994723908
270003.8037362972,-236270.4408999181,-71942.23817752603,1663653.140004678
270259.2156796035,-235977.1372834377,-71812.21774898571,1663878.082724742
270427.1317472173,-235781.8527048996,-71725.61671075255,1664027.227810712
270585.4084234659,-235595.9536612867,-71643.15543434156,1664168.755905773
271082.8276496751,-234999.8142386569,-71378.58593971492,1664619.787080924
272298.0957978602,-233461.1086603528,-70694.97699884861,1665766.178442864
273573.2111177754,-231702.5957585243,-69913.02241869405,1667050.591149938
274768.4436368613,-229891.9597201326,-69107.89958014437,1668351.678500022
275865.898088171,-228057.3413517876,-68292.90323631713,1669654.942397657
276862.4264000545,-226209.7998453614,-67473.73530928856,1670958.756811882
277757.4134732173,-224358.3869769645,-66655.19431643927,1672263.026885851
278551.3775406301,-222512.0091065008,-65841.99536239423,1673567.764370155
279245.8682636052,-220679.4817704985,-65038.78640964867,1674872.981228179
279843.4335446439,-218869.4838755056,-64250.11981630304,1676178.655788407
280347.6154009615,-217090.4136991218,-63480.38110501005,1677484.769819886
280762.8927838255,-215350.377413519,-62733.77576347067,1678791.250917118
281094.6647352364,-213657.0093592574,-62014.24358285276,1680098.039969138
281349.1809532964,-212017.4372876247,-61325.43649543699,1681405.056045426
281533.4785759491,-210438.2161361231,-60670.68287921054,1682712.185031292
281655.3177219704,-208925.1792854962,-60052.91871043177,1684019.342424581
281723.0879606265,-207483.4548323448,-59474.68842529801,1685326.407124812
281745.7237381297,-206117.3517467339,-58938.09285006404,1686633.269207831
281732.6037853323,-204830.2993747104,-58444.76147094575,1687939.847265976
281693.4464154773,-203624.8423273647,-57995.84775023296,1689246.061302256
281638.2041723089,-202502.6199581657,-57592.01880655627,1690551.823485538
281576.9521669882,-201464.3030883952,-57233.43187250853,1691857.092736219
281519.77851134,-200509.6197167077,-56919.74588597527,1693161.846339551
281476.6762235929,-199637.3809319454,-56650.13284748276,1694466.049980442
281457.4325019793,-198845.4233892401,-56423.26605218937,1695769.770617201
281471.5308557972,-198130.7341088069,-56237.36730210875,1697073.034810298
281528.0494013404,-197489.4306499138,-56090.21045343581,1698375.910931861
281635.5688196254,-196916.8201978582,-55979.15169136881,1699678.489750985
281802.0865318034,-196407.4527554768,-55901.15956989641,1700980.885369785
282034.9339457595,-195955.1898416007,-55852.8495133369,1702283.211476414
282340.7030320915,-195553.2644550178,-55830.51851089911,1703585.591063881
282725.184469271,-195194.3498925664,-55830.18430812247,1704888.165998936
283193.3061208011,-194870.6429619398,-55847.627258815,1706191.073686222
283749.0795986024,-194573.9443915637,-55878.4328927586,1707494.439534622
284395.5534043709,-194295.7428817899,-55918.03628059231,1708798.369422345
285134.7857370795,-194027.2983736858,-55961.7688849112,1710102.963538072
285967.8152727953,-193759.7341422005,-56004.90599021647,1711408.303039579
286894.6477110798,-193484.1273764766,-56042.7152573473,1712714.451299713
287914.2398712746,-193191.6046902901,-56070.50536527445,1714021.438476036
289024.4859496183,-192873.440384074,-56083.6756633832,1715329.243680008
290222.2941891126,-192521.1324868385,-56077.76648548101,1716637.868274841
291503.5497451714,-192126.5129436116,-56048.50624411572,1717947.257651284
292863.1581625897,-191681.8370631795,-55991.86042893549,1719257.316386711
294295.1333324572,-191179.8585400087,-55904.07600277217,1720567.94794423
295792.6509669808,-190613.9121411471,-55781.72288808777,1721879.045337962
297348.0933509825,-189977.999322121,-55621.73525686564,1723190.469860402
298953.1204563185,-189266.8648083147,-55421.45035222889,1724502.048022812
300598.8203370161,-188476.0336012949,-55178.63355214085,1725813.623661851
302275.8387201938,-187601.841158483,-54891.49573716454,1727125.081262528
303974.3508253502,-186641.540967341,-54558.73473037774,1728436.24378962
305684.3132336886,-185593.2631574073,-54179.52680321763,1729746.98725089
307395.4829620466,-184456.0849705113,-53753.55242933522,1731057.169600111
309097.6088111182,-183229.9917758699,-53280.98175952596,1732366.691810021
310780.5347895302,-181915.8724835514,-52762.46934868705,1733675.491962139
312434.2427058649,-180515.5582803085,-52199.16554363236,1734983.493219665
314049.0278982213,-179031.7497771598,-51592.68292797933,1736290.656330774
315615.6079319417,-177467.9708482958,-50945.07078958282,1737596.985801891
317125.194127141,-175828.5441099524,-50258.79765591823,1738902.510748606
317287.6074264289,-175643.5746917153,-50180.97182488371,1739046.245936025
317442.8295754199,-175465.1357782161,-50105.82486242793,1739184.27647443
317595.0488336423,-175288.546871498,-50031.39222324462,1739320.279996761
318075.127410175,-174720.909865084,-49791.7150494488,1739753.586499079
319263.7306475583,-173240.4109785539,-49163.91669407923,1740858.262971486
320572.5036611103,-171469.5718285347,-48408.82442009531,1742137.895090366
321821.5855366791,-169614.7438473731,-47614.24853086961,1743438.368809072
322034.9962039224,-169279.1623101118,-47470.17902632088,1743669.945666043
322170.5574698428,-169062.8858798057,-47377.28600978354,1743818.648135976
322298.2226126118,-168856.9293461557,-47288.79608364893,1743959.87058871
322682.416381049,-168223.2144820819,-47016.35267556537,1744392.152985174
323634.7212674222,-166552.4551875146,-46297.10438416011,1745517.239325063
324632.5743505924,-164617.7247073213,-45463.13964634787,1746798.342090764
325547.7323044018,-162627.4654482979,-44604.93826558262,1748098.183785577
326363.7981180605,-160615.0580286595,-43737.79578080137,1749400.165045517
327078.0209665077,-158592.0540193751,-42867.6067070068,1750702.505176223
327689.9866356243,-156567.4978315502,-41999.17300306921,1752005.132281082
328200.3871184718,-154550.2698558105,-41137.204735621,1753308.074116241
328610.9645569058,-152549.0334022712,-40286.28855995605,1754611.431094806
328924.436073289,-150572.3512900228,-39450.92846708288,1755915.242195141
329144.4924022707,-148628.5188227758,-38635.46525568393,1757219.534194912
329275.7606737701,-146725.4872676662,-37844.0352037688,1758524.313990958
329323.7603283732,-144870.7827596628,-37080.5272100369,1759829.565518943
329294.849576398,-143071.407889158,-36348.53348542485,1761135.261694738
329196.1634552054,-141333.8135788732,-35651.32958868374,1762441.328647791
329035.5419061125,-139663.7663008188,-34991.81259226988,1763747.689111624
328821.4437946513,-138066.2789094381,-34372.46706686464,1765054.26893594
328562.8641968047,-136545.6087398129,-33795.35803820173,1766360.953185672
328269.2239379119,-135105.1155647604,-33262.07130521876,1767667.665542336
327950.2814575169,-133747.3128201633,-32773.72941663093,1768974.293572549
327616.015986248,-132473.7798120794,-32330.95632475404,1770280.741164694
327276.5182084925,-131285.1526499775,-31933.8740631591,1771586.924885307
326941.8782579054,-130181.1158322175,-31582.10150459873,1772892.779949924
326622.0849965953,-129160.438591501,-31274.76907993596,1774198.22273429
326326.892005824,-128220.9095478348,-31010.50494341382,1775503.254958056
326065.744912327,-127359.468182673,-30787.48308268473,1776807.831269049
325847.6536035881,-126572.1535979716,-30603.41969273553,1778111.979226966
325681.1135535791,-125854.1996429779,-30455.61389730742,1779415.734211507
325574.0150720932,-125200.0784156956,-30340.97543600093,1780719.154969964
325533.5640694927,-124603.5657791069,-30256.05989758228,1782022.316815308
325566.2097166496,-124057.8076011581,-30197.10610546573,1783325.315542321
325677.5818414409,-123555.395245182,-30160.07706199814,1784628.264709655
325872.4359770202,-123088.4477295911,-30140.70305642362,1785931.286020973
326154.6074948029,-122648.6930592616,-30134.52606521389,1787234.510444244
326526.9675617062,-122227.5619910248,-30136.94570587034,1788538.05128918
326991.3973887603,-121816.267911702,-30143.26616762052,1789842.02605288
327548.7719735712,-121405.8971193872,-30148.74448801479,1791146.555789304
328198.9385062845,-120987.5090687326,-30148.63884565351,1792451.734587725
328940.7254217914,-120552.2200513418,-30138.25721547531,1793757.653436007
329771.9218218378,-120091.3120117848,-30113.00644889625,1795064.349071716
330689.3101859415,-119596.3141432476,-30068.44128225343,1796371.838575706
331688.7086531704,-119059.0867863043,-30000.31098305374,1797680.134897074
332764.9947053515,-118471.9175721415,-29904.60557986439,1798989.222100668
333912.1411741688,-117827.6130559376,-29777.60166083152,1800299.042977486
